downscaling_method,scenario,timescale,variable,resolution
Dynamical,SSP 5-8.5,hourly,NOAA Heat Index,9 km
Dynamical,Historical Reconstruction,hourly,NOAA Heat Index,45 km
Dynamical,Historical Reconstruction,hourly,NOAA Heat Index,9 km
Dynamical,Historical Reconstruction,hourly,NOAA Heat Index,3 km
Dynamical,Historical Climate,daily,Effective Temperature,45 km
Dynamical,Historical Climate,daily,Effective Temperature,9 km
Dynamical,Historical Climate,daily,Effective Temperature,3 km
Dynamical,SSP 2-4.5,daily,Effective Temperature,45 km
Dynamical,SSP 2-4.5,daily,Effective Temperature,9 km
Dynamical,SSP 3-7.0,daily,Effective Temperature,45 km
Dynamical,SSP 3-7.0,daily,Effective Temperature,9 km
Dynamical,SSP 3-7.0,daily,Effective Temperature,3 km
Dynamical,SSP 5-8.5,daily,Effective Temperature,45 km
Dynamical,SSP 5-8.5,daily,Effective Temperature,9 km
Dynamical,Historical Reconstruction,daily,Effective Temperature,45 km
Dynamical,Historical Reconstruction,daily,Effective Temperature,9 km
Dynamical,Historical Reconstruction,daily,Effective Temperature,3 km
